"h2","h2.upper","h2.lower","concentration_um","drug"
0,0.0419360856048965,-0.0419360856048965,0,"Albendazole"
0,0.0418451585985153,-0.0418451585985153,0.117,"Albendazole"
0,0.0419360856048965,-0.0419360856048965,0.234,"Albendazole"
0,0.0412804327352135,-0.0412804327352135,0.468,"Albendazole"
0.194286241371118,0.339451213117725,0.049121269624511,0.9375,"Albendazole"
0.207118232790911,0.353541288378397,0.0606951772034246,1.875,"Albendazole"
0.734857855115882,0.873025993311465,0.5966897169203,3.75,"Albendazole"
0.764084985970728,0.890843318104735,0.637326653836721,7.5,"Albendazole"
0.795432322183716,0.908982386372917,0.681882257994515,15,"Albendazole"
0.684540801435335,0.838352078005494,0.530729524865177,30,"Albendazole"
0.776731237624646,0.899318236516974,0.654144238732318,60,"Albendazole"
0.79855425245618,0.910762028025634,0.686346476886725,120,"Albendazole"
0,0.045385344227982,-0.045385344227982,0,"Fenbendazole"
0,0.0412804327352135,-0.0412804327352135,0.117,"Fenbendazole"
0.0571715452695681,0.139843872771744,-0.0255007822326074,0.234,"Fenbendazole"
0.013095756945124,0.0696427360866018,-0.0434512221963538,0.468,"Fenbendazole"
0.021090014962678,0.0798609661230487,-0.0376809361976927,0.937,"Fenbendazole"
0.32139153783669,0.499092096596597,0.143690979076783,1.875,"Fenbendazole"
0.275788343205085,0.441414623613979,0.110162062796192,3.75,"Fenbendazole"
0.396008858796798,0.58002992494584,0.211987792647757,7.5,"Fenbendazole"
0.211343900856065,0.36673983688171,0.0559479648304191,15,"Fenbendazole"
0.654508964801612,0.817832170445433,0.491185759157792,60,"Fenbendazole"
0.86317583176442,0.945716615484295,0.780635048044546,120,"Fenbendazole"
0,0.0412804327352135,-0.0412804327352135,0,"Ivermectin"
0,0.0446851035881877,-0.0446851035881877,5.8e-05,"Ivermectin"
0,0.0412804327352135,-0.0412804327352135,0.00011,"Ivermectin"
0.0051887417820199,0.0526728375212727,-0.0422953539572329,0.00023,"Ivermectin"
0.808335374350554,0.916919385745587,0.699751362955521,0.00046,"Ivermectin"
0.83282754946474,0.930799533696368,0.734855565233112,0.00093,"Ivermectin"
0.937321574719484,0.977670854025763,0.896972295413204,0.0018,"Ivermectin"
0.970549867957441,0.99027655937476,0.950823176540122,0.0037,"Ivermectin"
0.981118421654699,0.993852625240011,0.968384218069388,0.0075,"Ivermectin"
0.971722098288365,0.990578294508419,0.952865902068311,0.015,"Ivermectin"
0.95154539079294,0.983336863237203,0.919753918348676,0.03,"Ivermectin"
0,0.043546042767175,-0.043546042767175,2.9e-05,"Ivermectin"
0,0.0133795532189616,-0.0133795532189616,0,"Moxidectin"
0,0.0135788035881484,-0.0135788035881484,0.00097,"Moxidectin"
0.0242762163538785,0.0561791178225836,-0.00762668511482666,0.0019,"Moxidectin"
0.084427174618251,0.150368766914413,0.0184855823220888,0.0039,"Moxidectin"
0.0337140677618428,0.0716328355695668,-0.00420470004588128,0.0078,"Moxidectin"
0.263452304566605,0.399994252065086,0.126910357068124,0.0156,"Moxidectin"
