"drug","comps","Estimate","Std..Error","t.value","p.value","sig_p_val"
"Albendazole","strainAF16/strainECA2666",0.848917505616479,0.0228771712217963,-6.60407237060743,1.85473007723456e-09,"*"
"Albendazole","strainAF16/strainED3102",0.977085082623443,0.0247980070314023,-0.924062863097789,1,""
"Albendazole","strainAF16/strainJU3237",0.976378748058056,0.0244226924608076,-0.967184596041182,1,""
"Albendazole","strainAF16/strainNIC1667",0.867501247345917,0.0233467338037461,-5.67525863651312,3.92220514898312e-07,"*"
"Albendazole","strainAF16/strainVX34",1.03142760745107,0.0251817658678629,1.24803032543397,1,""
"Albendazole","strainECA2666/strainED3102",1.15097765820471,0.0316472081811657,4.77064698220574,3.83003017198199e-05,"*"
"Albendazole","strainECA2666/strainJU3237",1.1501456167393,0.0313116609832087,4.79519808354529,3.41143479402096e-05,"*"
"Albendazole","strainECA2666/strainNIC1667",1.02189110438469,0.0291752968524629,0.750330133584865,1,""
"Albendazole","strainECA2666/strainVX34",1.21499156352307,0.0326029340840847,6.59423973831911,1.96936162464573e-09,"*"
"Albendazole","strainED3102/strainJU3237",0.999277100246489,0.0256881166758318,-0.0281414072753225,1,""
"Albendazole","strainED3102/strainNIC1667",0.887846168950511,0.0244043371445399,-4.59565160017395,8.61618441032092e-05,"*"
"Albendazole","strainED3102/strainVX34",1.05561698340714,0.0265512592520813,2.09470228432859,0.552115124667539,""
"Albendazole","strainJU3237/strainNIC1667",0.8884884570371,0.0241648220161105,-4.61462297916186,7.90071978963225e-05,"*"
"Albendazole","strainJU3237/strainVX34",1.05638064071192,0.0261650093086717,2.15481064985646,0.476333425832251,""
"Albendazole","strainNIC1667/strainVX34",1.18896383216356,0.0318263924625076,5.93733117525542,9.23801470464084e-08,"*"
"Fenbendazole","strainAF16/strainECA2666",0.849082170035994,0.0278062573411993,-5.42747728010117,1.55872472847156e-06,"*"
"Fenbendazole","strainAF16/strainED3102",0.948726750091149,0.0287114805929215,-1.78581002616394,1,""
"Fenbendazole","strainAF16/strainJU3237",1.00794709466119,0.0298059118322031,0.266628134241525,1,""
"Fenbendazole","strainAF16/strainNIC1667",0.943598398488223,0.0295507769546265,-1.90863345482856,0.856306715986264,""
"Fenbendazole","strainAF16/strainVX34",0.942090743604466,0.0291991861035484,-1.98324899160449,0.721238453924956,""
"Fenbendazole","strainECA2666/strainED3102",1.11735563832524,0.036372085790776,3.22653033978608,0.0204798322087984,"*"
"Fenbendazole","strainECA2666/strainJU3237",1.18710194399496,0.0382557452937534,4.89081947190585,2.25521959707798e-05,"*"
"Fenbendazole","strainECA2666/strainNIC1667",1.11131576163968,0.0372675173923147,2.98693794029423,0.0450999703955331,"*"
"Fenbendazole","strainECA2666/strainVX34",1.10954013268766,0.036960780286187,2.96368561051727,0.0485639872769247,"*"
"Fenbendazole","strainED3102/strainJU3237",1.06242086519048,0.0314554779849114,1.98441954118194,0.719271703024953,""
"Fenbendazole","strainED3102/strainNIC1667",0.994594490349899,0.0311103385777217,-0.173752838999042,1,""
"Fenbendazole","strainED3102/strainVX34",0.993005355350162,0.030756291883276,-0.227421585033192,1,""
"Fenbendazole","strainJU3237/strainNIC1667",0.936158657022971,0.0287353297130958,-2.22170212120218,0.403667652071452,""
"Fenbendazole","strainJU3237/strainVX34",0.934662889148107,0.0283646502853858,-2.30346964247808,0.327138545950644,""
"Fenbendazole","strainNIC1667/strainVX34",0.998402228229539,0.0319467648067086,-0.0500135703921411,1,""
"Ivermectin","strainAF16/strainECA2666",1.01023433797767,0.110103646677057,0.0929518529725814,1,""
"Ivermectin","strainAF16/strainED3102",1.10839913526546,0.117632338714067,0.921507949688441,1,""
"Ivermectin","strainAF16/strainJU3237",0.801510583727243,0.0904831738104204,-2.19366107436317,0.432411755761985,""
"Ivermectin","strainAF16/strainNIC1667",1.03658669802845,0.111859164074803,0.327078235664102,1,""
"Ivermectin","strainAF16/strainVX34",0.915863089541783,0.0995566197544477,-0.845116182788623,1,""
"Ivermectin","strainECA2666/strainED3102",1.09717032335715,0.11566497550298,0.840101534060713,1,""
"Ivermectin","strainECA2666/strainJU3237",0.793390754596345,0.0891907372619477,-2.31648769531814,0.315449637417894,""
"Ivermectin","strainECA2666/strainNIC1667",1.02608539331927,0.109689365617669,0.237811506816348,1,""
"Ivermectin","strainECA2666/strainVX34",0.906584794350978,0.0978554244747313,-0.954624704255864,1,""
"Ivermectin","strainED3102/strainJU3237",0.723124511943332,0.079149408577199,-3.49813716910614,0.00780687826561437,"*"
"Ivermectin","strainED3102/strainNIC1667",0.935210670098719,0.0975482139987573,-0.66417751023208,1,""
"Ivermectin","strainED3102/strainVX34",0.826293579994934,0.0868682119652562,-1.99965460408626,0.693075947870043,""
"Ivermectin","strainJU3237/strainNIC1667",1.2932913414668,0.144103206337612,2.03528671513156,0.637089266354197,""
"Ivermectin","strainJU3237/strainVX34",1.14267123620847,0.127876382306414,1.11569653156598,1,""
"Ivermectin","strainNIC1667/strainVX34",0.883537374426782,0.0943981274060551,-1.23373872738229,1,""
"Moxidectin","strainAF16/strainECA2666",0.878611204135648,0.0777881152103154,-1.56050568311308,1,""
"Moxidectin","strainAF16/strainED3102",0.725147339092031,0.0656842261688613,-4.18445457820233,0.000459925969959087,"*"
"Moxidectin","strainAF16/strainJU3237",0.991718091162271,0.0867835052020396,-0.095431831411373,1,""
"Moxidectin","strainAF16/strainNIC1667",0.93393964153606,0.0813568793642827,-0.811982452868536,1,""
"Moxidectin","strainAF16/strainVX34",0.887263564059479,0.0775296997425032,-1.45410644327205,1,""
"Moxidectin","strainECA2666/strainED3102",0.825333589736555,0.076503971718345,-2.28310251533727,0.338969576509708,""
"Moxidectin","strainECA2666/strainJU3237",1.12873371804756,0.100891553345353,1.27596130477743,1,""
"Moxidectin","strainECA2666/strainNIC1667",1.06297260624492,0.0945377371742087,0.666110784192788,1,""
"Moxidectin","strainECA2666/strainVX34",1.00984776870942,0.0903095650172019,0.109044581352402,1,""
"Moxidectin","strainED3102/strainJU3237",1.36760908811169,0.125634141155591,2.92602858371457,0.0524641673057133,""
"Moxidectin","strainED3102/strainNIC1667",1.28793086754681,0.118155589257606,2.43687894373794,0.224380732343431,""
"Moxidectin","strainED3102/strainVX34",1.22356315224219,0.109838867221623,2.03537379706494,0.630478583269291,""
"Moxidectin","strainJU3237/strainNIC1667",0.941739038401028,0.0827932285928984,-0.703692350076675,1,""
"Moxidectin","strainJU3237/strainVX34",0.894673165657013,0.0791691385872524,-1.33040268244054,1,""
"Moxidectin","strainNIC1667/strainVX34",0.950022383245439,0.0838073956184045,-0.596338979224712,1,""
"Milbemycin","strainAF16/strainECA2666",1.88753412945177,0.184854676130869,4.80125333060786,2.65578021007017e-05,"*"
