"drug","comps","Estimate","Std..Error","t.value","p.value","sig_p_val"
"Ivermectin","strainECA2666/strainVX34",0.62226141030308,0.0519546706138509,-7.27054151693951,2.85782139991884e-11,"*"
"Ivermectin","strainED3102/strainJU3237",0.54753244951272,0.0461200561047579,-9.81064614187671,1.2717419302823e-19,"*"
"Ivermectin","strainED3102/strainNIC1667",0.772224018333405,0.0673608145230639,-3.38143152334664,0.0118842346734063,"*"
"Ivermectin","strainED3102/strainVX34",0.625174774009532,0.0504599481632587,-7.42817302898834,1.01175262950887e-11,"*"
"Ivermectin","strainJU3237/strainNIC1667",1.41037123739543,0.128465284786179,3.19441347970748,0.0226867868903188,"*"
"Ivermectin","strainJU3237/strainVX34",1.14180406031809,0.0965528011014929,1.4686685285187,1,""
"Ivermectin","strainNIC1667/strainVX34",0.809576961046574,0.0711619352583847,-2.67591147236246,0.116393975709553,""
"Moxidectin","strainAF16/strainECA2666",1.94846604128504,0.723840495748483,1.31032464590736,1,""
"Moxidectin","strainAF16/strainED3102",0.774105323081489,0.399219972387409,-0.565840119590257,1,""
"Moxidectin","strainAF16/strainJU3237",1.53986898079005,0.621555051260627,0.868577899407465,1,""
"Moxidectin","strainAF16/strainNIC1667",1.87363691277224,0.697182968785036,1.25309560314519,1,""
"Moxidectin","strainAF16/strainVX34",1.77153105297626,0.662563349409255,1.16446382623513,1,""
"Moxidectin","strainECA2666/strainED3102",0.397289614845408,0.158901588024347,-3.79297899189179,0.00234415519513199,"*"
"Moxidectin","strainECA2666/strainJU3237",0.79029808483318,0.180060014429635,-1.1646223390078,1,""
"Moxidectin","strainECA2666/strainNIC1667",0.961595877512215,0.153775715870633,-0.249741139362297,1,""
"Moxidectin","strainECA2666/strainVX34",0.909192675386795,0.154408634811073,-0.588097451443129,1,""
"Moxidectin","strainED3102/strainJU3237",1.98922412089905,0.856007350213358,1.15562573224692,1,""
"Moxidectin","strainED3102/strainNIC1667",2.42039016772787,0.969683772256232,1.4647972961566,1,""
"Moxidectin","strainED3102/strainVX34",2.28848840093789,0.918290953315988,1.40313742206117,1,""
"Moxidectin","strainJU3237/strainNIC1667",1.21675086396697,0.278112099365888,0.779365099401202,1,""
"Moxidectin","strainJU3237/strainVX34",1.15044271628054,0.270496393811944,0.556172724377005,1,""
"Moxidectin","strainNIC1667/strainVX34",0.94550392389265,0.161678088095354,-0.337065317566161,1,""
"Milbemycin","strainAF16/strainECA2666",1.35073958987026,0.176165710060203,1.99096401763092,0.700605661983263,""
"Milbemycin","strainAF16/strainED3102",0.837105877710832,0.111619511441239,-1.45936960470323,1,""
"Milbemycin","strainAF16/strainJU3237",1.43298956921608,0.185881135957891,2.32938951542759,0.300009008778967,""
"Milbemycin","strainAF16/strainNIC1667",0.946488271913408,0.135859894600302,-0.393874353016562,1,""
"Milbemycin","strainAF16/strainVX34",0.915335490997038,0.148255422591076,-0.57107192117004,1,""
"Milbemycin","strainECA2666/strainED3102",0.61973890747604,0.0764797004653312,-4.97205258663814,1.13520919564208e-05,"*"
"Milbemycin","strainECA2666/strainJU3237",1.06089255098662,0.126268243064807,0.482247550996367,1,""
"Milbemycin","strainECA2666/strainNIC1667",0.700718538948219,0.094668330399284,-3.16136832443857,0.024133059432813,"*"
"Milbemycin","strainECA2666/strainVX34",0.677655040143566,0.103108465282674,-3.12627056345683,0.0271816465519734,"*"
"Milbemycin","strainED3102/strainJU3237",1.71183790171772,0.20937199035952,3.39987168529753,0.0104386136633251,"*"
"Milbemycin","strainED3102/strainNIC1667",1.13066733505885,0.154038953547381,0.848274621773903,1,""
"Milbemycin","strainED3102/strainVX34",1.09345247162776,0.171566635808338,0.54470072918002,1,""
"Milbemycin","strainJU3237/strainNIC1667",0.660499065901216,0.0881274769283481,-3.85238459027727,0.00184559314323153,"*"
"Milbemycin","strainJU3237/strainVX34",0.638759353634216,0.0976392961762605,-3.69974652125374,0.00338099846043951,"*"
"Milbemycin","strainNIC1667/strainVX34",0.967085930337635,0.161698252881243,-0.203552413683397,1,""
"Levamisole","strainAF16/strainECA2666",0.953276803170043,0.0688373727487956,-0.678747531525657,1,""
"Levamisole","strainAF16/strainED3102",1.27149384935056,0.0883638126819865,3.07245512739068,0.0340189048946828,"*"
"Levamisole","strainAF16/strainJU3237",0.560575307197105,0.0510353114350157,-8.61020890138826,2.92836271474722e-15,"*"
"Levamisole","strainAF16/strainNIC1667",1.33336787682683,0.098048335408239,3.40003606832085,0.0111204128949465,"*"
"Levamisole","strainAF16/strainVX34",0.892205971449325,0.0642259387752621,-1.67835660492041,1,""
"Levamisole","strainECA2666/strainED3102",1.33381389867278,0.0954331894195086,3.49788056653318,0.00782221000052436,"*"
"Levamisole","strainECA2666/strainJU3237",0.58805092637622,0.0548711155415706,-7.50757606361557,5.90830477852308e-12,"*"
"Levamisole","strainECA2666/strainNIC1667",1.39872057349222,0.105149967919606,3.79192292095674,0.002587277524198,"*"
"Levamisole","strainECA2666/strainVX34",0.935935888172635,0.0695152259584834,-0.921583882437866,1,""
"Levamisole","strainED3102/strainJU3237",0.440879291302455,0.040640640485816,-13.7576746334173,1.13274557106678e-34,"*"
"Levamisole","strainED3102/strainNIC1667",1.04866246699335,0.0754079103314349,0.645323107078175,1,""
"Levamisole","strainED3102/strainVX34",0.701699006963374,0.0503715357620912,-5.92201505321429,1.02640109920764e-07,"*"
"Levamisole","strainJU3237/strainNIC1667",2.37857047877067,0.229041244593889,6.01887437878273,5.95043485597714e-08,"*"
"Levamisole","strainJU3237/strainVX34",1.59158985419887,0.146605234282077,4.03525738419826,0.000979926929350639,"*"
"Levamisole","strainNIC1667/strainVX34",0.669137142836086,0.0507214078114744,-6.52314025654992,3.11725256669816e-09,"*"
"Pyrantel","strainAF16/strainECA2666",1.54096903850558,0.133820470417888,4.0424984071291,0.000949633299483338,"*"
"Pyrantel","strainAF16/strainED3102",1.28646583118948,0.144204721108019,1.98652186272667,0.714733798190487,""
"Pyrantel","strainAF16/strainJU3237",0.729650929272949,0.0637880011744012,-4.23824333338014,0.0004188597571241,"*"
"Pyrantel","strainAF16/strainNIC1667",1.61237315280788,0.16533770303455,3.70377198647738,0.00362814581421008,"*"
"Pyrantel","strainAF16/strainVX34",0.83369512064967,0.0747281974944538,-2.22546354557358,0.39900130826488,""
"Pyrantel","strainECA2666/strainED3102",0.834842101978303,0.0898597225083105,-1.83795245980671,1,""
"Pyrantel","strainECA2666/strainJU3237",0.473501355991266,0.0441732887027972,-11.9189369745838,2.09019909871917e-27,"*"
"Pyrantel","strainECA2666/strainNIC1667",1.04633715053195,0.102091819167034,0.453877214746593,1,""
"Pyrantel","strainECA2666/strainVX34",0.541020033379892,0.0511156566724676,-8.97924425702092,7.7815121534408e-17,"*"
"Pyrantel","strainED3102/strainJU3237",0.567174744624429,0.0667530247946428,-6.48397966544741,3.90607660006027e-09,"*"
"Pyrantel","strainED3102/strainNIC1667",1.2533353888747,0.146651452366273,1.72746593904828,1,""
"Pyrantel","strainED3102/strainVX34",0.648050729710267,0.0766669450704983,-4.5906259857635,8.85803464808555e-05,"*"
"Pyrantel","strainJU3237/strainNIC1667",2.20978702023241,0.240150818899275,5.03761355375527,1.06711289413245e-05,"*"
"Pyrantel","strainJU3237/strainVX34",1.14259447525188,0.107815282344432,1.32258129043653,1,""
"Pyrantel","strainNIC1667/strainVX34",0.517060904417705,0.0565286925076053,-8.54325607331747,3.67535985883038e-15,"*"
"Closantel","strainAF16/strainECA2666",0.77386342820724,0.0260810183527075,-8.67054225930116,8.15059859660226e-16,"*"
"Closantel","strainAF16/strainED3102",0.835313415091756,0.0271110814155593,-6.07451183462303,4.34556158931097e-08,"*"
"Closantel","strainAF16/strainJU3237",0.680209637578447,0.0232212083431511,-13.7714781115545,1.02890259356285e-34,"*"
"Closantel","strainAF16/strainNIC1667",0.871188502620788,0.0306953812054656,-4.1964455993228,0.000501457799893741,"*"
"Closantel","strainAF16/strainVX34",0.595637598259671,0.0212306307929782,-19.0461793473451,3.72105169447581e-57,"*"
"Closantel","strainECA2666/strainED3102",1.07940675918343,0.0360980142000758,2.19975422313572,0.425935507644938,""
"Closantel","strainECA2666/strainJU3237",0.878978916414547,0.0306968325850267,-3.94246159600469,0.00142796573138581,"*"
"Closantel","strainECA2666/strainNIC1667",1.12576518138222,0.0412649626817027,3.04774736747751,0.0368799176682081,"*"
"Closantel","strainECA2666/strainVX34",0.769693432392258,0.028009939240469,-8.22231585832908,4.11367764643696e-14,"*"
"Closantel","strainED3102/strainJU3237",0.81431666879638,0.0275047017916591,-6.75096689322876,7.77206001031194e-10,"*"
"Closantel","strainED3102/strainNIC1667",1.04294805623957,0.0370334286198473,1.15971050589028,1,""
"Closantel","strainED3102/strainVX34",0.713070791750952,0.0251706561151068,-11.3993535542699,2.20529314998243e-25,"*"
"Closantel","strainJU3237/strainNIC1667",1.28076471501084,0.0475468365481839,5.90501356964762,1.13068810666676e-07,"*"
"Closantel","strainJU3237/strainVX34",0.875667684421742,0.0321057434913419,-3.87258795647538,0.00188638694600823,"*"
"Closantel","strainNIC1667/strainVX34",0.683706908972994,0.0263139201905467,-12.0199912721721,9.471678626774e-28,"*"
"Emodepside","strainAF16/strainECA2666",0.701612523117932,0.0359964615771853,-8.28935578132455,2.74478365579523e-14,"*"
"Emodepside","strainAF16/strainED3102",1.07006825460469,0.0558200359956062,1.25525276641183,1,""
"Emodepside","strainAF16/strainJU3237",0.286835185957821,0.0158796830228328,-44.91051949946,6.59038804665002e-155,"*"
"Emodepside","strainAF16/strainNIC1667",0.957706501940953,0.0482985391354759,-0.87566826691001,1,""
"Emodepside","strainAF16/strainVX34",0.623952908009118,0.0327555796712719,-11.4803980196599,1.37480121217101e-25,"*"
"Emodepside","strainECA2666/strainED3102",1.52515557996223,0.0614938289654785,8.53997203942272,5.64750790766176e-15,"*"
"Emodepside","strainECA2666/strainJU3237",0.408822785378943,0.0174074397072216,-33.9611812284953,2.11233926846762e-117,"*"
"Emodepside","strainECA2666/strainNIC1667",1.36500770779426,0.0513593009684336,7.10694462174624,8.59121699038973e-11,"*"
"Emodepside","strainECA2666/strainVX34",0.889312672522294,0.0342202598692539,-3.23455543296901,0.0198411981092683,"*"
"Emodepside","strainED3102/strainJU3237",0.26805316831288,0.0121495625698698,-60.2447065462508,3.73022049331334e-198,"*"
"Emodepside","strainED3102/strainNIC1667",0.894995714357259,0.0353066161266859,-2.97406823882436,0.046836030290226,"*"
"Emodepside","strainED3102/strainVX34",0.583096363548903,0.0243612428908853,-17.1133976340378,1.91928170312083e-48,"*"
"Emodepside","strainJU3237/strainNIC1667",3.33887385099882,0.143299604686543,16.3215652695967,4.32962567420965e-45,"*"
"Emodepside","strainJU3237/strainVX34",2.17530114349663,0.0948376672765445,12.3927673175415,4.52793688139426e-29,"*"
"Emodepside","strainNIC1667/strainVX34",0.651507436510635,0.0254923442790143,-13.6704792495781,3.97295399859163e-34,"*"
