"drug","comps","Estimate","Std..Error","t.value","p.value","sig_p_val"
"Fenbendazole","NIC1667/VX34:50/50",1.10767466804686,0.150720027221769,0.714401861727536,1,""
"Ivermectin","AF16/ECA2666:50/50",0.864050113350621,0.0252888886428349,-5.37587430469777,1.94961318084392e-06,"*"
"Ivermectin","AF16/ED3102:50/50",1.22100128797792,0.0345547193407557,6.39569043517773,6.71575461452505e-09,"*"
"Ivermectin","AF16/JU3237:50/50",0.89856572193302,0.0244294955825513,-4.15212331029172,0.000604566208469478,"*"
"Ivermectin","AF16/NIC1667:50/50",0.867168770399161,0.022508558122853,-5.90136555508528,1.15600581863001e-07,"*"
"Ivermectin","AF16/VX34:50/50",0.937615452663616,0.0253196562020536,-2.46387813635969,0.212477617934613,""
"Ivermectin","ECA2666/ED3102:50/50",1.41311397234023,0.0429308864025328,9.62276829010122,5.65111257634891e-19,"*"
"Ivermectin","ECA2666/JU3237:50/50",1.03994630409636,0.0305499689111924,1.30757265948399,1,""
"Ivermectin","ECA2666/NIC1667:50/50",1.00360934742135,0.0283494619390643,0.127316258386443,1,""
"Ivermectin","ECA2666/VX34:50/50",1.08514013038864,0.0316981180092206,2.68596799229148,0.113009436825248,""
"Ivermectin","ED3102/JU3237:50/50",0.735925285894758,0.0209347171791708,-12.6142002227757,4.65922607939067e-30,"*"
"Ivermectin","ED3102/NIC1667:50/50",0.710211183999046,0.0193516337386598,-14.9749018565821,1.13655652382609e-39,"*"
"Ivermectin","ED3102/VX34:50/50",0.767907013608793,0.0216974920428168,-10.6967655954525,8.97774534054163e-23,"*"
"Ivermectin","JU3237/NIC1667:50/50",0.965058814544675,0.0251642922016369,-1.38852248159207,1,""
"Ivermectin","JU3237/VX34:50/50",1.04345784596211,0.0282829111876331,1.53654076391934,1,""
"Ivermectin","NIC1667/VX34:50/50",1.08123756835942,0.0279897926373019,2.9023997931001,0.0586285720897918,""
"Moxidectin","AF16/ECA2666:50/50",0.82738155760812,0.0424724888081375,-4.06424128267253,0.000769936262252347,"*"
"Moxidectin","AF16/ED3102:50/50",1.08768803105725,0.0918567073106781,0.954617617205343,1,""
"Moxidectin","AF16/JU3237:50/50",0.937114555812218,0.0440268355858574,-1.42834349439328,1,""
"Moxidectin","AF16/NIC1667:50/50",0.791722465137355,0.0406557529016666,-5.12295357969148,5.25427315090737e-06,"*"
"Moxidectin","AF16/VX34:50/50",1.05384181515708,0.0548466671192303,0.981678887434195,1,""
"Moxidectin","ECA2666/ED3102:50/50",1.31461478812949,0.110362601657521,2.85073732772093,0.0665487815409087,""
"Moxidectin","ECA2666/JU3237:50/50",1.132626836065,0.0507980672530331,2.61086382291606,0.13716215594483,""
"Moxidectin","ECA2666/NIC1667:50/50",0.956901272281373,0.0470834853107159,-0.915368253522591,1,""
"Moxidectin","ECA2666/VX34:50/50",1.27370716142578,0.0645719053759747,4.23879642132442,0.000362972884725053,"*"
"Moxidectin","ED3102/JU3237:50/50",0.861565567565664,0.0702910330896435,-1.96944654743924,0.736979418784433,""
"Moxidectin","ED3102/NIC1667:50/50",0.727894803041815,0.0611262021096125,-4.45153121848208,0.000139809309768138,"*"
"Moxidectin","ED3102/VX34:50/50",0.968882423145477,0.0814294440643557,-0.38214158541878,1,""
"Moxidectin","JU3237/NIC1667:50/50",0.844851315377501,0.0378431976782749,-4.09977734813797,0.00066213827411344,"*"
"Moxidectin","JU3237/VX34:50/50",1.12456028840966,0.0522336054240952,2.38467720920911,0.258734264353971,""
"Moxidectin","NIC1667/VX34:50/50",1.33107479143496,0.0674760717331113,4.90655106219677,1.58204229844344e-05,"*"
"Milbemycin","AF16/ECA2666:50/50",1.74141788585755,0.107484889415809,6.89788015680375,1.26685241666413e-10,"*"
"Milbemycin","AF16/ED3102:50/50",1.65222977277332,0.0896848398872297,7.27246403732711,9.42625346068627e-12,"*"
"Milbemycin","AF16/JU3237:50/50",1.49644252717536,0.09577763978941,5.18328211330861,3.82281917373126e-06,"*"
"Milbemycin","AF16/NIC1667:50/50",0.844084568916425,0.0478590056624418,-3.25780757300464,0.0173041325796994,"*"
"Milbemycin","AF16/VX34:50/50",1.03845798394917,0.0566630832660195,0.678713224421953,1,""
"Milbemycin","ECA2666/ED3102:50/50",0.948784198319913,0.0579125244738221,-0.884364861408135,1,""
"Milbemycin","ECA2666/JU3237:50/50",0.859324197441814,0.0565052971813566,-2.48960379956377,0.193809113305941,""
"Milbemycin","ECA2666/NIC1667:50/50",0.484711094201699,0.0306539167646536,-16.8098879420352,2.46432968629994e-56,"*"
"Milbemycin","ECA2666/VX34:50/50",0.596328998560725,0.0365575578260352,-11.042066960824,3.25821756067404e-26,"*"
"Milbemycin","ED3102/JU3237:50/50",0.905710907668453,0.0574439370674367,-1.64141068918823,1,""
"Milbemycin","ED3102/NIC1667:50/50",0.510876019077906,0.0279305491568766,-17.5121505193059,1.44401416306584e-60,"*"
"Milbemycin","ED3102/VX34:50/50",0.62851910857779,0.0329793543520774,-11.2640437849812,3.38333734630346e-27,"*"
"Milbemycin","JU3237/NIC1667:50/50",0.564060799922394,0.0369746913365696,-11.7902052544369,1.36753001123654e-29,"*"
"Milbemycin","JU3237/VX34:50/50",0.693951130825805,0.044193073759315,-6.92526776573639,1.05201405575324e-10,"*"
"Milbemycin","NIC1667/VX34:50/50",1.23027718097283,0.0676108774505386,3.40591913100515,0.0102122508116247,"*"
"Levamisole","AF16/ECA2666:50/50",0.764672246820649,0.0664799449301293,-3.53983074785459,0.0067101706877165,"*"
"Levamisole","AF16/ED3102:50/50",0.801193160981236,0.0747950766543173,-2.65802039267364,0.122617453984401,""
"Levamisole","AF16/JU3237:50/50",1.38346160106573,0.111757242753462,3.43120133977938,0.00995038290864323,"*"
"Levamisole","AF16/NIC1667:50/50",0.414738017759298,0.0402221061269604,-14.5507542641684,6.13281363764386e-38,"*"
"Levamisole","AF16/VX34:50/50",0.85487484005504,0.0726902243442988,-1.99648799070383,0.698346971943845,""
"Levamisole","ECA2666/ED3102:50/50",1.04776021924744,0.0980390019291843,0.48715529847947,1,""
"Levamisole","ECA2666/JU3237:50/50",1.80922167218424,0.143717840034891,5.63062784681274,5.07224821324138e-07,"*"
"Levamisole","ECA2666/NIC1667:50/50",0.542373571793267,0.0525791014341124,-8.70358023862752,6.33602354185304e-16,"*"
"Levamisole","ECA2666/VX34:50/50",1.11796242587518,0.094535388870953,1.24781235137469,1,""
"Levamisole","ED3102/JU3237:50/50",1.72675163548748,0.153893474774253,4.72243307621424,4.84109511933269e-05,"*"
"Levamisole","ED3102/NIC1667:50/50",0.517650471768082,0.0529543121127605,-9.10878659333364,3.00189778210753e-17,"*"
"Levamisole","ED3102/VX34:50/50",1.06700216837605,0.0979549162923588,0.68401026627467,1,""
"Levamisole","JU3237/NIC1667:50/50",0.299782818286977,0.0276305708626269,-25.342117801125,2.11673571347539e-84,"*"
"Levamisole","JU3237/VX34:50/50",0.617924515864047,0.0477974490246472,-7.99363756712063,2.12448449111109e-13,"*"
"Levamisole","NIC1667/VX34:50/50",2.06124059876079,0.196419285489365,5.40293482952444,1.68997247552243e-06,"*"
"Pyrantel","AF16/ECA2666:50/50",1.09908899868006,0.0560050615615885,1.76928648799169,1,""
"Pyrantel","AF16/ED3102:50/50",0.472284731907347,0.0300057587299302,-17.587132951458,5.64008330315504e-51,"*"
"Pyrantel","AF16/JU3237:50/50",1.29703239179161,0.0551407971777893,5.38679901260575,1.82838209298982e-06,"*"
"Pyrantel","AF16/NIC1667:50/50",0.514508946136903,0.0343035213549845,-14.1528051548723,2.35138248045445e-36,"*"
"Pyrantel","AF16/VX34:50/50",0.989605272368322,0.0422758886739519,-0.245878394463725,1,""
"Pyrantel","ECA2666/ED3102:50/50",0.429705631185948,0.0299326072677215,-19.0526125476895,2.28197483841329e-57,"*"
"Pyrantel","ECA2666/JU3237:50/50",1.1800976930433,0.0618607315804454,2.91134114392252,0.0569653473014297,""
"Pyrantel","ECA2666/NIC1667:50/50",0.468123097178479,0.0333086224246395,-15.9681447056206,5.39857950162607e-44,"*"
"Pyrantel","ECA2666/VX34:50/50",0.900386841790589,0.0469417448207339,-2.12205913073372,0.516588585096594,""
"Pyrantel","ED3102/JU3237:50/50",2.74629329335605,0.167863664752913,10.4030452088992,9.54305538890941e-22,"*"
"Pyrantel","ED3102/NIC1667:50/50",1.08940414833872,0.0884897600146516,1.01033326707989,1,""
"Pyrantel","ED3102/VX34:50/50",2.09535732474719,0.128949265664109,8.49448284258097,6.20324748501038e-15,"*"
"Pyrantel","JU3237/NIC1667:50/50",0.396681647577209,0.0263906195765275,-22.8610908763733,5.16500616572166e-74,"*"
"Pyrantel","JU3237/VX34:50/50",0.762976529060593,0.028491189343899,-8.31918485670946,2.02405929697051e-14,"*"
"Pyrantel","NIC1667/VX34:50/50",1.92339760036943,0.127983881427578,7.21495230547407,4.01579164187628e-11,"*"
"Closantel","AF16/ECA2666:50/50",1.99636897729986,0.0593869621489768,16.7775710567648,2.43598559697019e-47,"*"
"Closantel","AF16/ED3102:50/50",1.73038796510602,0.0514067898578008,14.2080057347753,1.66967673743401e-36,"*"
"Closantel","AF16/JU3237:50/50",1.39730437850914,0.0403267317300394,9.8521343402889,9.02551427237647e-20,"*"
"Closantel","AF16/NIC1667:50/50",0.758186547770806,0.02395868711497,-10.0929341857845,1.29433889929962e-20,"*"
"Closantel","AF16/VX34:50/50",2.07518846512409,0.0608334606711278,17.67429393729,3.33360941571964e-51,"*"
"Closantel","ECA2666/ED3102:50/50",0.866767608984997,0.0236724074498924,-5.62817243227236,5.14732628735895e-07,"*"
"Closantel","ECA2666/JU3237:50/50",0.699922907236832,0.0182401087341534,-16.4514969256348,6.07779974043149e-46,"*"
"Closantel","ECA2666/NIC1667:50/50",0.379782773821838,0.0110815739737899,-55.9683333473293,1.98767278427566e-190,"*"
"Closantel","ECA2666/VX34:50/50",1.03948142288348,0.0272713136505479,1.4477272121683,1,""
"Closantel","ED3102/JU3237:50/50",0.807509302356668,0.0212075820688838,-9.07650372485216,3.87252816821331e-17,"*"
"Closantel","ED3102/NIC1667:50/50",0.438159859557478,0.0128451225889797,-43.7395701403851,1.22444946958437e-153,"*"
"Closantel","ED3102/VX34:50/50",1.19926196146246,0.0318523886891041,6.25579335375321,1.52660155382399e-08,"*"
"Closantel","JU3237/NIC1667:50/50",0.542606578374682,0.0152686263695377,-29.9564224413703,2.25599420643056e-103,"*"
"Closantel","JU3237/VX34:50/50",1.48513702314325,0.0370580527935411,13.0912713046758,5.77398841079758e-32,"*"
"Closantel","NIC1667/VX34:50/50",2.73704205281073,0.0774677937178677,22.4227639570699,7.89815889393143e-72,"*"
"Emodepside","AF16/ECA2666:50/50",7.06829479777214,0.283979593248058,21.3687706513173,1.18996076351786e-66,"*"
"Emodepside","AF16/ED3102:50/50",1.98552271065783,0.0871187207638588,11.3124102605817,5.83255136228512e-25,"*"
"Emodepside","AF16/JU3237:50/50",15.3321053328265,0.59508198087038,24.0842535878233,3.64630442441169e-78,"*"
"Emodepside","AF16/NIC1667:50/50",2.60735683327608,0.109871373461642,14.6294415245226,4.93907548841102e-38,"*"
"Emodepside","AF16/VX34:50/50",9.53521791930965,0.377897406344826,22.5860717115412,7.75856689091479e-72,"*"
"Emodepside","ECA2666/ED3102:50/50",0.280905475431451,0.00775572577360913,-92.7178894095837,5.57665116743574e-266,"*"
"Emodepside","ECA2666/JU3237:50/50",2.16913778662133,0.041056211917363,28.4765138336323,3.27574176479082e-96,"*"
"Emodepside","ECA2666/NIC1667:50/50",0.368880601032358,0.00910563284855085,-69.3108770652974,9.06870668441659e-220,"*"
"Emodepside","ECA2666/VX34:50/50",1.34901248350805,0.0273630180977808,12.7548972215298,1.7467140239726e-30,"*"
"Emodepside","ED3102/JU3237:50/50",7.72194911220469,0.200072296766565,33.597600571595,4.77978931344749e-116,"*"
"Emodepside","ED3102/NIC1667:50/50",1.31318408965074,0.039814959994782,7.86599031348486,5.51952039821209e-13,"*"
"Emodepside","ED3102/VX34:50/50",4.80237162140065,0.129055150237929,29.4631528799162,3.85667144039049e-100,"*"
"Emodepside","JU3237/NIC1667:50/50",0.170058630349587,0.00387744369502101,-214.043435554237,0,"*"
"Emodepside","JU3237/VX34:50/50",0.621911845263317,0.0109864066659085,-34.4141780141742,4.43660680086134e-119,"*"
"Emodepside","NIC1667/VX34:50/50",3.65704371477566,0.0872769659797662,30.4438139542071,5.37892906757169e-104,"*"
