"drug","comps","Estimate","Std..Error","t.value","p.value","sig_p_val"
"Albendazole","AF16/ECA2666:50/50",0.345656054951295,0.0369332337339002,-17.7169415969145,1.43583628075977e-51,"*"
"Albendazole","AF16/ED3102:50/50",1.01712009731784,0.0843686990449514,0.202920010757958,1,""
"Albendazole","AF16/JU3237:50/50",0.808610232820054,0.0642793324336818,-2.97746973924172,0.0462079534716436,"*"
"Albendazole","AF16/NIC1667:50/50",0.432154846267604,0.0421121764241725,-13.4841084443798,1.25582431625731e-33,"*"
"Albendazole","AF16/VX34:50/50",1.07806468638541,0.0768407338833831,1.01592843326928,1,""
"Albendazole","ECA2666/ED3102:50/50",2.94257856255738,0.321528999210676,6.04169007251673,5.17797946660299e-08,"*"
"Albendazole","ECA2666/JU3237:50/50",2.33934924974478,0.251932707683437,5.31629760208717,2.6277595265994e-06,"*"
"Albendazole","ECA2666/NIC1667:50/50",1.25024526571217,0.147199768841362,1.70003844219256,1,""
"Albendazole","ECA2666/VX34:50/50",3.11889426191973,0.325744933675793,6.50476505654152,3.43843517793394e-09,"*"
"Albendazole","ED3102/JU3237:50/50",0.794999759568583,0.0671879183348656,-3.05114737161066,0.036440069064435,"*"
"Albendazole","ED3102/NIC1667:50/50",0.424880844855198,0.0426823536122241,-13.4744011628283,1.37530608029829e-33,"*"
"Albendazole","ED3102/VX34:50/50",1.05991877382846,0.0823198349493036,0.727877720665529,1,""
"Albendazole","JU3237/NIC1667:50/50",0.534441475914113,0.052645287135903,-8.8433086685244,2.15285325653321e-16,"*"
"Albendazole","JU3237/VX34:50/50",1.33323156525688,0.0980075331403081,3.4000607359418,0.0111065886452628,"*"
"Albendazole","NIC1667/VX34:50/50",2.49462593257102,0.234845764726393,6.3642873624412,7.95767777971933e-09,"*"
"Fenbendazole","AF16/ECA2666:50/50",0.358297009170633,0.0555281361778466,-11.5563574612717,1.24281398050233e-25,"*"
"Fenbendazole","AF16/ED3102:50/50",0.720188198281563,0.0871444521392309,-3.21089633189019,0.0216243868117441,"*"
"Fenbendazole","AF16/JU3237:50/50",0.958293591882607,0.103186135111674,-0.404186163889707,1,""
"Fenbendazole","AF16/NIC1667:50/50",0.682650922337939,0.0897446031014156,-3.53613550781925,0.00688149748977518,"*"
"Fenbendazole","AF16/VX34:50/50",0.756155133792557,0.0901721900230283,-2.70421363998334,0.107548064200807,""
"Fenbendazole","ECA2666/ED3102:50/50",2.0100312864699,0.317244834881627,3.1837595932705,0.0236957203053402,"*"
"Fenbendazole","ECA2666/JU3237:50/50",2.6745788196804,0.413628681559913,4.04850750041094,0.000946058600207297,"*"
"Fenbendazole","ECA2666/NIC1667:50/50",1.9052654777055,0.3126108252361,2.89582255195993,0.0601688289525718,""
"Fenbendazole","ECA2666/VX34:50/50",2.11041430555858,0.333532351028632,3.32925517460001,0.0144043493699313,"*"
"Fenbendazole","ED3102/JU3237:50/50",1.33061551712342,0.156460137959563,2.11309744088855,0.529145568633379,""
"Fenbendazole","ED3102/NIC1667:50/50",0.947878518374514,0.129619302372577,-0.402112036335979,1,""
"Fenbendazole","ED3102/VX34:50/50",1.04994102318924,0.132726921337396,0.376268979088912,1,""
"Fenbendazole","JU3237/NIC1667:50/50",0.712360938360073,0.0919896501682909,-3.12686330596653,0.0286468506979298,"*"
"Fenbendazole","JU3237/VX34:50/50",0.789064165927541,0.0909296354515178,-2.31976993006781,0.313634807533814,""
