"H2","lower","upper","concentration_um","drug"
0,0,0.471524497437946,0.00097,"Milbemycin"
0,0,0.579828983408187,0.0019,"Milbemycin"
0,0,0.456827530569812,0.0156,"Milbemycin"
0,0,0.532170293905106,0.03125,"Milbemycin"
0.116214449541156,0,0.507924566213786,0.0625,"Milbemycin"
0.629345568190874,0.343488474993515,0.973769566717131,0.25,"Milbemycin"
0.816216161690729,0.660654681391956,0.954671804663177,0.5,"Milbemycin"
0.826982375294358,0.766704458194486,0.929482809434051,1,"Milbemycin"
0.403139785730935,0.352092480145923,0.581195887361511,0.0039,"Milbemycin"
0,0,0.512182565970835,0.0078,"Milbemycin"
0.0282715824321305,0,0.476984631789102,0.125,"Milbemycin"
1.02826613434511e-29,0,0.419014605384829,0,"Levamisole"
0.155343867283873,0.0304570577076333,0.759381860715733,0.136,"Levamisole"
0.326721941628952,0.160305373973555,0.69588476370518,0.273,"Levamisole"
0.293525851904834,0.159680117088019,0.730002554148045,0.546,"Levamisole"
0.244815398130591,0.209955470466201,0.676881072554629,1.09,"Levamisole"
0.805741447998354,0.77155000473719,0.91406291098595,2.1875,"Levamisole"
0.850444384049798,0.816460265617443,0.955642843166237,4.375,"Levamisole"
0.936503015298209,0.921529853432984,0.979155634550061,8.75,"Levamisole"
0.916802751845562,0.903988674783576,0.984097097040403,17.5,"Levamisole"
0.923878708830935,0.908069361710314,0.989643236204586,35,"Levamisole"
0.887845067980258,0.861216858270398,0.970277727967868,70,"Levamisole"
0.729500865550742,0.653458056028823,0.932562652567432,140,"Levamisole"
3.18919599508817e-29,0,0.315806533705782,0,"Pyrantel"
0,0,0.578033373074263,0.292,"Pyrantel"
0.107747529795725,0.00813339513838219,0.584968819325983,0.585,"Pyrantel"
0.118053234179617,0,0.571590606676355,1.17,"Pyrantel"
0,0,0.662641903764869,2.34,"Pyrantel"
0.174101298631212,0.0528375068914203,0.750516130560835,4.68,"Pyrantel"
0.11279515490455,0.0120246543036462,0.520624087847309,9.375,"Pyrantel"
0.784003202095652,0.719172288186697,0.939913544396505,18.75,"Pyrantel"
0.717380597581521,0.655347395202522,0.892631523766808,37.5,"Pyrantel"
0.638598366363162,0.555499145048099,0.928191218348924,75,"Pyrantel"
0.752657799959778,0.701899165096679,0.907352183232319,150,"Pyrantel"
0.92653433239807,0.914602137375828,0.982428443279708,300,"Pyrantel"
0,0,0.595341592236589,0.00097,"Emodepside"
0,0,0.450496598570239,0.00195,"Emodepside"
0,0,0.479634076696164,0.0039,"Emodepside"
0,0,0.604314058498317,0.0078,"Emodepside"
0.259957012954722,0.175622968815515,0.763869739390526,0.0156,"Emodepside"
0.787431736780156,0.757754657410365,0.91715281179241,0.0312,"Emodepside"
0.918023261291955,0.909918058139649,0.961552648027398,0.0625,"Emodepside"
0.989731202035652,0.988202131476335,0.995947726350215,0.125,"Emodepside"
0.995810470118391,0.995464863501679,0.998067718903191,0.25,"Emodepside"
0.998302563290133,0.998040051460048,0.999598005691841,0.5,"Emodepside"
0.993590476661745,0.992187345699097,0.997904747630526,1,"Emodepside"
7.73257292403024e-30,0,0.450164917985282,0,"Emodepside"
1.94729578427715e-29,0,0.47394237634884,0,"Closantel"
0.329359596051871,0.287751891925174,0.818213634287958,0.097,"Closantel"
0.442482023424626,0.383370397279515,0.801528257849124,0.195,"Closantel"
0.330091226451901,0.207208171150243,0.762903063070616,0.39,"Closantel"
0.466968664218584,0.383141631786317,0.823781996933707,0.78,"Closantel"
0.454472870066665,0.348804989954964,0.798719790095142,1.56,"Closantel"
0.967282859841868,0.964386741260784,0.989802009633854,6.25,"Closantel"
0.976579588446074,0.969868196694913,0.990193243375656,12.5,"Closantel"
0.976799202639496,0.971101480925647,0.994183412503416,25,"Closantel"
0.971921146699076,0.956489241847123,0.993511522437737,50,"Closantel"
0.975763425050736,0.970225816212959,0.991339030948669,100,"Closantel"
0.690086362061081,0.643637521862746,0.884190119868191,3.125,"Closantel"
