Metadata_Plate,Metadata_Well,assay_type,food_conc_OD,food_type,diluent,diluent_concentration_perc,drug,concentration_um,drug_stock_prep_date,drug_prep_method,strain,bleach,well_censor,well_censor_reason,notes
p019,C12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,VX34,1,,,
p019,D12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,NIC1667,1,,,
p019,E12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,PB420,1,,,
p019,F12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,ED3102,1,,,
p020,A01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,ECA2666,1,,,
p020,B01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,JU3237,1,,,
p020,C01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,VX34,1,,,
p020,D01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,NIC1667,1,,,
p020,E01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,PB420,1,,,
p020,F01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,ED3102,1,,,
p020,A02,48h,10,15hHB101,DMSO,1,Fenbendazole,0.117,,,ECA2666,1,,,
p020,B02,48h,10,15hHB101,DMSO,1,Fenbendazole,0.117,,,JU3237,1,,,
p020,C02,48h,10,15hHB101,DMSO,1,Fenbendazole,0.117,,,VX34,1,,,
p020,D02,48h,10,15hHB101,DMSO,1,Fenbendazole,0.117,,,NIC1667,1,,,
p020,E02,48h,10,15hHB101,DMSO,1,Fenbendazole,0.117,,,PB420,1,,,
p020,F02,48h,10,15hHB101,DMSO,1,Fenbendazole,0.117,,,ED3102,1,,,
p020,A03,48h,10,15hHB101,DMSO,1,Fenbendazole,0.234,,,ECA2666,1,,,
p020,B03,48h,10,15hHB101,DMSO,1,Fenbendazole,0.234,,,JU3237,1,,,
p020,C03,48h,10,15hHB101,DMSO,1,Fenbendazole,0.234,,,VX34,1,,,
p020,D03,48h,10,15hHB101,DMSO,1,Fenbendazole,0.234,,,NIC1667,1,,,
p020,E03,48h,10,15hHB101,DMSO,1,Fenbendazole,0.234,,,PB420,1,,,
p020,F03,48h,10,15hHB101,DMSO,1,Fenbendazole,0.234,,,ED3102,1,,,
p020,A04,48h,10,15hHB101,DMSO,1,Fenbendazole,0.468,,,ECA2666,1,,,
p020,B04,48h,10,15hHB101,DMSO,1,Fenbendazole,0.468,,,JU3237,1,,,
p020,C04,48h,10,15hHB101,DMSO,1,Fenbendazole,0.468,,,VX34,1,,,
p020,D04,48h,10,15hHB101,DMSO,1,Fenbendazole,0.468,,,NIC1667,1,,,
p020,E04,48h,10,15hHB101,DMSO,1,Fenbendazole,0.468,,,PB420,1,,,
p020,F04,48h,10,15hHB101,DMSO,1,Fenbendazole,0.468,,,ED3102,1,,,
p020,A05,48h,10,15hHB101,DMSO,1,Fenbendazole,0.937,,,ECA2666,1,,,
p020,B05,48h,10,15hHB101,DMSO,1,Fenbendazole,0.937,,,JU3237,1,,,
p020,C05,48h,10,15hHB101,DMSO,1,Fenbendazole,0.937,,,VX34,1,,,
p020,D05,48h,10,15hHB101,DMSO,1,Fenbendazole,0.937,,,NIC1667,1,,,
p020,E05,48h,10,15hHB101,DMSO,1,Fenbendazole,0.937,,,PB420,1,,,
p020,F05,48h,10,15hHB101,DMSO,1,Fenbendazole,0.937,,,ED3102,1,,,
p020,A06,48h,10,15hHB101,DMSO,1,Fenbendazole,1.875,,,ECA2666,1,,,
p020,B06,48h,10,15hHB101,DMSO,1,Fenbendazole,1.875,,,JU3237,1,,,
p020,C06,48h,10,15hHB101,DMSO,1,Fenbendazole,1.875,,,VX34,1,,,
p020,D06,48h,10,15hHB101,DMSO,1,Fenbendazole,1.875,,,NIC1667,1,,,
p020,E06,48h,10,15hHB101,DMSO,1,Fenbendazole,1.875,,,PB420,1,,,
p020,F06,48h,10,15hHB101,DMSO,1,Fenbendazole,1.875,,,ED3102,1,,,
p020,A07,48h,10,15hHB101,DMSO,1,Fenbendazole,3.75,,,ECA2666,1,,,
p020,B07,48h,10,15hHB101,DMSO,1,Fenbendazole,3.75,,,JU3237,1,,,
p020,C07,48h,10,15hHB101,DMSO,1,Fenbendazole,3.75,,,VX34,1,,,
p020,D07,48h,10,15hHB101,DMSO,1,Fenbendazole,3.75,,,NIC1667,1,,,
p020,E07,48h,10,15hHB101,DMSO,1,Fenbendazole,3.75,,,PB420,1,,,
p020,F07,48h,10,15hHB101,DMSO,1,Fenbendazole,3.75,,,ED3102,1,,,
p020,A08,48h,10,15hHB101,DMSO,1,Fenbendazole,7.5,,,ECA2666,1,,,
p020,B08,48h,10,15hHB101,DMSO,1,Fenbendazole,7.5,,,JU3237,1,,,
p020,C08,48h,10,15hHB101,DMSO,1,Fenbendazole,7.5,,,VX34,1,,,
p020,D08,48h,10,15hHB101,DMSO,1,Fenbendazole,7.5,,,NIC1667,1,,,
p020,E08,48h,10,15hHB101,DMSO,1,Fenbendazole,7.5,,,PB420,1,,,
p020,F08,48h,10,15hHB101,DMSO,1,Fenbendazole,7.5,,,ED3102,1,,,
p020,A09,48h,10,15hHB101,DMSO,1,Fenbendazole,15,,,ECA2666,1,,,
p020,B09,48h,10,15hHB101,DMSO,1,Fenbendazole,15,,,JU3237,1,,,
p020,C09,48h,10,15hHB101,DMSO,1,Fenbendazole,15,,,VX34,1,,,
p020,D09,48h,10,15hHB101,DMSO,1,Fenbendazole,15,,,NIC1667,1,,,
p020,E09,48h,10,15hHB101,DMSO,1,Fenbendazole,15,,,PB420,1,,,
p020,F09,48h,10,15hHB101,DMSO,1,Fenbendazole,15,,,ED3102,1,,,
p020,A10,48h,10,15hHB101,DMSO,1,Fenbendazole,30,,,ECA2666,1,,,
p020,B10,48h,10,15hHB101,DMSO,1,Fenbendazole,30,,,JU3237,1,,,
p020,C10,48h,10,15hHB101,DMSO,1,Fenbendazole,30,,,VX34,1,,,
p020,D10,48h,10,15hHB101,DMSO,1,Fenbendazole,30,,,NIC1667,1,,,
p020,E10,48h,10,15hHB101,DMSO,1,Fenbendazole,30,,,PB420,1,,,
p020,F10,48h,10,15hHB101,DMSO,1,Fenbendazole,30,,,ED3102,1,,,
p020,A11,48h,10,15hHB101,DMSO,1,Fenbendazole,60,,,ECA2666,1,,,
p020,B11,48h,10,15hHB101,DMSO,1,Fenbendazole,60,,,JU3237,1,,,
p020,C11,48h,10,15hHB101,DMSO,1,Fenbendazole,60,,,VX34,1,,,
p020,D11,48h,10,15hHB101,DMSO,1,Fenbendazole,60,,,NIC1667,1,,,
p020,E11,48h,10,15hHB101,DMSO,1,Fenbendazole,60,,,PB420,1,,,
p020,F11,48h,10,15hHB101,DMSO,1,Fenbendazole,60,,,ED3102,1,,,
p020,A12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,ECA2666,1,,,
p020,B12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,JU3237,1,,,
p020,C12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,VX34,1,,,
p020,D12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,NIC1667,1,,,
p020,E12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,PB420,1,,,
p020,F12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,ED3102,1,,,
p021,A01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,ECA2666,1,,,
p021,B01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,JU3237,1,,,
p021,C01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,VX34,1,,,
p021,D01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,NIC1667,1,,,
p021,E01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,PB420,1,,,
p021,F01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,ED3102,1,,,
p021,A02,48h,10,15hHB101,DMSO,1,Fenbendazole,0.117,,,ECA2666,1,,,
p021,B02,48h,10,15hHB101,DMSO,1,Fenbendazole,0.117,,,JU3237,1,,,
p021,C02,48h,10,15hHB101,DMSO,1,Fenbendazole,0.117,,,VX34,1,,,
p021,D02,48h,10,15hHB101,DMSO,1,Fenbendazole,0.117,,,NIC1667,1,,,
p021,E02,48h,10,15hHB101,DMSO,1,Fenbendazole,0.117,,,PB420,1,,,
p021,F02,48h,10,15hHB101,DMSO,1,Fenbendazole,0.117,,,ED3102,1,,,
p021,A03,48h,10,15hHB101,DMSO,1,Fenbendazole,0.234,,,ECA2666,1,,,
p021,B03,48h,10,15hHB101,DMSO,1,Fenbendazole,0.234,,,JU3237,1,,,
p021,C03,48h,10,15hHB101,DMSO,1,Fenbendazole,0.234,,,VX34,1,,,
p021,D03,48h,10,15hHB101,DMSO,1,Fenbendazole,0.234,,,NIC1667,1,,,
p021,E03,48h,10,15hHB101,DMSO,1,Fenbendazole,0.234,,,PB420,1,,,
p021,F03,48h,10,15hHB101,DMSO,1,Fenbendazole,0.234,,,ED3102,1,,,
p021,A04,48h,10,15hHB101,DMSO,1,Fenbendazole,0.468,,,ECA2666,1,,,
p021,B04,48h,10,15hHB101,DMSO,1,Fenbendazole,0.468,,,JU3237,1,,,
p021,C04,48h,10,15hHB101,DMSO,1,Fenbendazole,0.468,,,VX34,1,,,
p021,D04,48h,10,15hHB101,DMSO,1,Fenbendazole,0.468,,,NIC1667,1,,,
p021,E04,48h,10,15hHB101,DMSO,1,Fenbendazole,0.468,,,PB420,1,,,
p021,F04,48h,10,15hHB101,DMSO,1,Fenbendazole,0.468,,,ED3102,1,,,
p021,A05,48h,10,15hHB101,DMSO,1,Fenbendazole,0.937,,,ECA2666,1,,,
p021,B05,48h,10,15hHB101,DMSO,1,Fenbendazole,0.937,,,JU3237,1,,,
p021,C05,48h,10,15hHB101,DMSO,1,Fenbendazole,0.937,,,VX34,1,,,
p021,D05,48h,10,15hHB101,DMSO,1,Fenbendazole,0.937,,,NIC1667,1,,,
p021,E05,48h,10,15hHB101,DMSO,1,Fenbendazole,0.937,,,PB420,1,,,
p021,F05,48h,10,15hHB101,DMSO,1,Fenbendazole,0.937,,,ED3102,1,,,
p021,A06,48h,10,15hHB101,DMSO,1,Fenbendazole,1.875,,,ECA2666,1,,,
p021,B06,48h,10,15hHB101,DMSO,1,Fenbendazole,1.875,,,JU3237,1,,,
p021,C06,48h,10,15hHB101,DMSO,1,Fenbendazole,1.875,,,VX34,1,,,
p021,D06,48h,10,15hHB101,DMSO,1,Fenbendazole,1.875,,,NIC1667,1,,,
p021,E06,48h,10,15hHB101,DMSO,1,Fenbendazole,1.875,,,PB420,1,,,
p021,F06,48h,10,15hHB101,DMSO,1,Fenbendazole,1.875,,,ED3102,1,,,
p021,A07,48h,10,15hHB101,DMSO,1,Fenbendazole,3.75,,,ECA2666,1,,,
p021,B07,48h,10,15hHB101,DMSO,1,Fenbendazole,3.75,,,JU3237,1,,,
p021,C07,48h,10,15hHB101,DMSO,1,Fenbendazole,3.75,,,VX34,1,,,
p021,D07,48h,10,15hHB101,DMSO,1,Fenbendazole,3.75,,,NIC1667,1,,,
p021,E07,48h,10,15hHB101,DMSO,1,Fenbendazole,3.75,,,PB420,1,,,
p021,F07,48h,10,15hHB101,DMSO,1,Fenbendazole,3.75,,,ED3102,1,,,
p021,A08,48h,10,15hHB101,DMSO,1,Fenbendazole,7.5,,,ECA2666,1,,,
p021,B08,48h,10,15hHB101,DMSO,1,Fenbendazole,7.5,,,JU3237,1,,,
p021,C08,48h,10,15hHB101,DMSO,1,Fenbendazole,7.5,,,VX34,1,,,
p021,D08,48h,10,15hHB101,DMSO,1,Fenbendazole,7.5,,,NIC1667,1,,,
p021,E08,48h,10,15hHB101,DMSO,1,Fenbendazole,7.5,,,PB420,1,,,
p021,F08,48h,10,15hHB101,DMSO,1,Fenbendazole,7.5,,,ED3102,1,,,
p021,A09,48h,10,15hHB101,DMSO,1,Fenbendazole,15,,,ECA2666,1,,,
p021,B09,48h,10,15hHB101,DMSO,1,Fenbendazole,15,,,JU3237,1,,,
p021,C09,48h,10,15hHB101,DMSO,1,Fenbendazole,15,,,VX34,1,,,
p021,D09,48h,10,15hHB101,DMSO,1,Fenbendazole,15,,,NIC1667,1,,,
p021,E09,48h,10,15hHB101,DMSO,1,Fenbendazole,15,,,PB420,1,,,
p021,F09,48h,10,15hHB101,DMSO,1,Fenbendazole,15,,,ED3102,1,,,
p021,A10,48h,10,15hHB101,DMSO,1,Fenbendazole,30,,,ECA2666,1,,,
p021,B10,48h,10,15hHB101,DMSO,1,Fenbendazole,30,,,JU3237,1,,,
p021,C10,48h,10,15hHB101,DMSO,1,Fenbendazole,30,,,VX34,1,,,
p021,D10,48h,10,15hHB101,DMSO,1,Fenbendazole,30,,,NIC1667,1,,,
p021,E10,48h,10,15hHB101,DMSO,1,Fenbendazole,30,,,PB420,1,,,
p021,F10,48h,10,15hHB101,DMSO,1,Fenbendazole,30,,,ED3102,1,,,
p021,A11,48h,10,15hHB101,DMSO,1,Fenbendazole,60,,,ECA2666,1,,,
p021,B11,48h,10,15hHB101,DMSO,1,Fenbendazole,60,,,JU3237,1,,,
p021,C11,48h,10,15hHB101,DMSO,1,Fenbendazole,60,,,VX34,1,,,
p021,D11,48h,10,15hHB101,DMSO,1,Fenbendazole,60,,,NIC1667,1,,,
p021,E11,48h,10,15hHB101,DMSO,1,Fenbendazole,60,,,PB420,1,,,
p021,F11,48h,10,15hHB101,DMSO,1,Fenbendazole,60,,,ED3102,1,,,
p021,A12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,ECA2666,1,,,
p021,B12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,JU3237,1,,,
p021,C12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,VX34,1,,,
p021,D12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,NIC1667,1,,,
p021,E12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,PB420,1,,,
p021,F12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,ED3102,1,,,
p022,A01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,ECA2666,1,,,
p022,B01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,JU3237,1,,,
p022,C01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,VX34,1,,,
p022,D01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,NIC1667,1,,,
p022,E01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,PB420,1,,,
p022,F01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,ED3102,1,,,
p022,A02,48h,10,15hHB101,DMSO,1,Fenbendazole,0.117,,,ECA2666,1,,,
p022,B02,48h,10,15hHB101,DMSO,1,Fenbendazole,0.117,,,JU3237,1,,,
p022,C02,48h,10,15hHB101,DMSO,1,Fenbendazole,0.117,,,VX34,1,,,
p022,D02,48h,10,15hHB101,DMSO,1,Fenbendazole,0.117,,,NIC1667,1,,,
p022,E02,48h,10,15hHB101,DMSO,1,Fenbendazole,0.117,,,PB420,1,,,
p022,F02,48h,10,15hHB101,DMSO,1,Fenbendazole,0.117,,,ED3102,1,,,
p022,A03,48h,10,15hHB101,DMSO,1,Fenbendazole,0.234,,,ECA2666,1,,,
p022,B03,48h,10,15hHB101,DMSO,1,Fenbendazole,0.234,,,JU3237,1,,,
p022,C03,48h,10,15hHB101,DMSO,1,Fenbendazole,0.234,,,VX34,1,,,
p022,D03,48h,10,15hHB101,DMSO,1,Fenbendazole,0.234,,,NIC1667,1,,,
p022,E03,48h,10,15hHB101,DMSO,1,Fenbendazole,0.234,,,PB420,1,,,
p022,F03,48h,10,15hHB101,DMSO,1,Fenbendazole,0.234,,,ED3102,1,,,
p022,A04,48h,10,15hHB101,DMSO,1,Fenbendazole,0.468,,,ECA2666,1,,,
p022,B04,48h,10,15hHB101,DMSO,1,Fenbendazole,0.468,,,JU3237,1,,,
p022,C04,48h,10,15hHB101,DMSO,1,Fenbendazole,0.468,,,VX34,1,,,
p022,D04,48h,10,15hHB101,DMSO,1,Fenbendazole,0.468,,,NIC1667,1,,,
p022,E04,48h,10,15hHB101,DMSO,1,Fenbendazole,0.468,,,PB420,1,,,
p022,F04,48h,10,15hHB101,DMSO,1,Fenbendazole,0.468,,,ED3102,1,,,
p022,A05,48h,10,15hHB101,DMSO,1,Fenbendazole,0.937,,,ECA2666,1,,,
p022,B05,48h,10,15hHB101,DMSO,1,Fenbendazole,0.937,,,JU3237,1,,,
p022,C05,48h,10,15hHB101,DMSO,1,Fenbendazole,0.937,,,VX34,1,,,
p022,D05,48h,10,15hHB101,DMSO,1,Fenbendazole,0.937,,,NIC1667,1,,,
p022,E05,48h,10,15hHB101,DMSO,1,Fenbendazole,0.937,,,PB420,1,,,
p022,F05,48h,10,15hHB101,DMSO,1,Fenbendazole,0.937,,,ED3102,1,,,
p022,A06,48h,10,15hHB101,DMSO,1,Fenbendazole,1.875,,,ECA2666,1,,,
p022,B06,48h,10,15hHB101,DMSO,1,Fenbendazole,1.875,,,JU3237,1,,,
p022,C06,48h,10,15hHB101,DMSO,1,Fenbendazole,1.875,,,VX34,1,,,
p022,D06,48h,10,15hHB101,DMSO,1,Fenbendazole,1.875,,,NIC1667,1,,,
p022,E06,48h,10,15hHB101,DMSO,1,Fenbendazole,1.875,,,PB420,1,,,
p022,F06,48h,10,15hHB101,DMSO,1,Fenbendazole,1.875,,,ED3102,1,,,
p022,A07,48h,10,15hHB101,DMSO,1,Fenbendazole,3.75,,,ECA2666,1,,,
p022,B07,48h,10,15hHB101,DMSO,1,Fenbendazole,3.75,,,JU3237,1,,,
p022,C07,48h,10,15hHB101,DMSO,1,Fenbendazole,3.75,,,VX34,1,,,
p022,D07,48h,10,15hHB101,DMSO,1,Fenbendazole,3.75,,,NIC1667,1,,,
p022,E07,48h,10,15hHB101,DMSO,1,Fenbendazole,3.75,,,PB420,1,,,
p022,F07,48h,10,15hHB101,DMSO,1,Fenbendazole,3.75,,,ED3102,1,,,
p022,A08,48h,10,15hHB101,DMSO,1,Fenbendazole,7.5,,,ECA2666,1,,,
p022,B08,48h,10,15hHB101,DMSO,1,Fenbendazole,7.5,,,JU3237,1,,,
p022,C08,48h,10,15hHB101,DMSO,1,Fenbendazole,7.5,,,VX34,1,,,
p022,D08,48h,10,15hHB101,DMSO,1,Fenbendazole,7.5,,,NIC1667,1,,,
p022,E08,48h,10,15hHB101,DMSO,1,Fenbendazole,7.5,,,PB420,1,,,
p022,F08,48h,10,15hHB101,DMSO,1,Fenbendazole,7.5,,,ED3102,1,,,
p022,A09,48h,10,15hHB101,DMSO,1,Fenbendazole,15,,,ECA2666,1,,,
p022,B09,48h,10,15hHB101,DMSO,1,Fenbendazole,15,,,JU3237,1,,,
p022,C09,48h,10,15hHB101,DMSO,1,Fenbendazole,15,,,VX34,1,,,
p022,D09,48h,10,15hHB101,DMSO,1,Fenbendazole,15,,,NIC1667,1,,,
p022,E09,48h,10,15hHB101,DMSO,1,Fenbendazole,15,,,PB420,1,,,
p022,F09,48h,10,15hHB101,DMSO,1,Fenbendazole,15,,,ED3102,1,,,
p022,A10,48h,10,15hHB101,DMSO,1,Fenbendazole,30,,,ECA2666,1,,,
p022,B10,48h,10,15hHB101,DMSO,1,Fenbendazole,30,,,JU3237,1,,,
p022,C10,48h,10,15hHB101,DMSO,1,Fenbendazole,30,,,VX34,1,,,
p022,D10,48h,10,15hHB101,DMSO,1,Fenbendazole,30,,,NIC1667,1,,,
p022,E10,48h,10,15hHB101,DMSO,1,Fenbendazole,30,,,PB420,1,,,
p022,F10,48h,10,15hHB101,DMSO,1,Fenbendazole,30,,,ED3102,1,,,
p022,A11,48h,10,15hHB101,DMSO,1,Fenbendazole,60,,,ECA2666,1,,,
p022,B11,48h,10,15hHB101,DMSO,1,Fenbendazole,60,,,JU3237,1,,,
p022,C11,48h,10,15hHB101,DMSO,1,Fenbendazole,60,,,VX34,1,,,
p022,D11,48h,10,15hHB101,DMSO,1,Fenbendazole,60,,,NIC1667,1,,,
p022,E11,48h,10,15hHB101,DMSO,1,Fenbendazole,60,,,PB420,1,,,
p022,F11,48h,10,15hHB101,DMSO,1,Fenbendazole,60,,,ED3102,1,,,
p022,A12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,ECA2666,1,,,
p022,B12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,JU3237,1,,,
p022,C12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,VX34,1,,,
p022,D12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,NIC1667,1,,,
p022,E12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,PB420,1,,,
p022,F12,48h,10,15hHB101,DMSO,1,Fenbendazole,120,,,ED3102,1,,,
p023,A01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,ECA2666,1,,,
p023,B01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,JU3237,1,,,
p023,C01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,VX34,1,,,
p023,D01,48h,10,15hHB101,DMSO,1,Fenbendazole,0,,,NIC1667,1,,,
