Metadata_Plate,Metadata_Well,assay_type,food_conc_OD,food_type,diluent,diluent_concentration_perc,drug,concentration_um,drug_stock_prep_date,drug_prep_method,strain,bleach,well_censor,well_censor_reason,notes
p043,A01,48h,10,15hHB101,DMSO,1,Moxidectin,0,,,ECA2666,2,,,
p043,B01,48h,10,15hHB101,DMSO,1,Moxidectin,0,,,JU3237,2,,,
p043,C01,48h,10,15hHB101,DMSO,1,Moxidectin,0,,,VX34,2,,,
p043,D01,48h,10,15hHB101,DMSO,1,Moxidectin,0,,,NIC1667,2,,,
p043,E01,48h,10,15hHB101,DMSO,1,Moxidectin,0,,,PB420,2,,,
p043,F01,48h,10,15hHB101,DMSO,1,Moxidectin,0,,,ED3102,2,,,
p043,A02,48h,10,15hHB101,DMSO,1,Moxidectin,0.00064,,,ECA2666,2,,,
p043,B02,48h,10,15hHB101,DMSO,1,Moxidectin,0.00064,,,JU3237,2,,,
p043,C02,48h,10,15hHB101,DMSO,1,Moxidectin,0.00064,,,VX34,2,,,
p043,D02,48h,10,15hHB101,DMSO,1,Moxidectin,0.00064,,,NIC1667,2,,,
p043,E02,48h,10,15hHB101,DMSO,1,Moxidectin,0.00064,,,PB420,2,,,
p043,F02,48h,10,15hHB101,DMSO,1,Moxidectin,0.00064,,,ED3102,2,,,
p043,A03,48h,10,15hHB101,DMSO,1,Moxidectin,0.000775,,,ECA2666,2,,,
p043,B03,48h,10,15hHB101,DMSO,1,Moxidectin,0.000775,,,JU3237,2,,,
p043,C03,48h,10,15hHB101,DMSO,1,Moxidectin,0.000775,,,VX34,2,,,
p043,D03,48h,10,15hHB101,DMSO,1,Moxidectin,0.000775,,,NIC1667,2,,,
p043,E03,48h,10,15hHB101,DMSO,1,Moxidectin,0.000775,,,PB420,2,,,
p043,F03,48h,10,15hHB101,DMSO,1,Moxidectin,0.000775,,,ED3102,2,,,
p043,A04,48h,10,15hHB101,DMSO,1,Moxidectin,0.00093,,,ECA2666,2,,,
p043,B04,48h,10,15hHB101,DMSO,1,Moxidectin,0.00093,,,JU3237,2,,,
p043,C04,48h,10,15hHB101,DMSO,1,Moxidectin,0.00093,,,VX34,2,,,
p043,D04,48h,10,15hHB101,DMSO,1,Moxidectin,0.00093,,,NIC1667,2,,,
p043,E04,48h,10,15hHB101,DMSO,1,Moxidectin,0.00093,,,PB420,2,,,
p043,F04,48h,10,15hHB101,DMSO,1,Moxidectin,0.00093,,,ED3102,2,,,
p043,A05,48h,10,15hHB101,DMSO,1,Moxidectin,0.00111,,,ECA2666,2,,,
p043,B05,48h,10,15hHB101,DMSO,1,Moxidectin,0.00111,,,JU3237,2,,,
p043,C05,48h,10,15hHB101,DMSO,1,Moxidectin,0.00111,,,VX34,2,,,
p043,D05,48h,10,15hHB101,DMSO,1,Moxidectin,0.00111,,,NIC1667,2,,,
p043,E05,48h,10,15hHB101,DMSO,1,Moxidectin,0.00111,,,PB420,2,,,
p043,F05,48h,10,15hHB101,DMSO,1,Moxidectin,0.00111,,,ED3102,2,,,
p043,A06,48h,10,15hHB101,DMSO,1,Moxidectin,0.001339,,,ECA2666,2,,,
p043,B06,48h,10,15hHB101,DMSO,1,Moxidectin,0.001339,,,JU3237,2,,,
p043,C06,48h,10,15hHB101,DMSO,1,Moxidectin,0.001339,,,VX34,2,,,
p043,D06,48h,10,15hHB101,DMSO,1,Moxidectin,0.001339,,,NIC1667,2,,,
p043,E06,48h,10,15hHB101,DMSO,1,Moxidectin,0.001339,,,PB420,2,,,
p043,F06,48h,10,15hHB101,DMSO,1,Moxidectin,0.001339,,,ED3102,2,,,
p043,A07,48h,10,15hHB101,DMSO,1,Moxidectin,0.0016,,,ECA2666,2,,,
p043,B07,48h,10,15hHB101,DMSO,1,Moxidectin,0.0016,,,JU3237,2,,,
p043,C07,48h,10,15hHB101,DMSO,1,Moxidectin,0.0016,,,VX34,2,,,
p043,D07,48h,10,15hHB101,DMSO,1,Moxidectin,0.0016,,,NIC1667,2,,,
p043,E07,48h,10,15hHB101,DMSO,1,Moxidectin,0.0016,,,PB420,2,,,
p043,F07,48h,10,15hHB101,DMSO,1,Moxidectin,0.0016,,,ED3102,2,,,
p043,A08,48h,10,15hHB101,DMSO,1,Moxidectin,0.0019,,,ECA2666,2,,,
p043,B08,48h,10,15hHB101,DMSO,1,Moxidectin,0.0019,,,JU3237,2,,,
p043,C08,48h,10,15hHB101,DMSO,1,Moxidectin,0.0019,,,VX34,2,,,
p043,D08,48h,10,15hHB101,DMSO,1,Moxidectin,0.0019,,,NIC1667,2,,,
p043,E08,48h,10,15hHB101,DMSO,1,Moxidectin,0.0019,,,PB420,2,,,
p043,F08,48h,10,15hHB101,DMSO,1,Moxidectin,0.0019,,,ED3102,2,,,
