Metadata_Plate,Metadata_Well,assay_type,food_conc_OD,food_type,diluent,diluent_concentration_perc,drug,concentration_um,drug_stock_prep_date,drug_prep_method,strain,bleach,well_censor,well_censor_reason
p029,C03,48h,10,15hHB101,DMSO,1,Levamisole,0.273,,,VX34,1,,
p029,D03,48h,10,15hHB101,DMSO,1,Levamisole,0.273,,,NIC1667,1,,
p029,E03,48h,10,15hHB101,DMSO,1,Levamisole,0.273,,,PB420,1,,
p029,F03,48h,10,15hHB101,DMSO,1,Levamisole,0.273,,,ED3102,1,,
p029,A04,48h,10,15hHB101,DMSO,1,Levamisole,0.546,,,ECA2666,1,,
p029,B04,48h,10,15hHB101,DMSO,1,Levamisole,0.546,,,JU3237,1,,
p029,C04,48h,10,15hHB101,DMSO,1,Levamisole,0.546,,,VX34,1,,
p029,D04,48h,10,15hHB101,DMSO,1,Levamisole,0.546,,,NIC1667,1,,
p029,E04,48h,10,15hHB101,DMSO,1,Levamisole,0.546,,,PB420,1,,
p029,F04,48h,10,15hHB101,DMSO,1,Levamisole,0.546,,,ED3102,1,,
p029,A05,48h,10,15hHB101,DMSO,1,Levamisole,1.09,,,ECA2666,1,,
p029,B05,48h,10,15hHB101,DMSO,1,Levamisole,1.09,,,JU3237,1,,
p029,C05,48h,10,15hHB101,DMSO,1,Levamisole,1.09,,,VX34,1,,
p029,D05,48h,10,15hHB101,DMSO,1,Levamisole,1.09,,,NIC1667,1,,
p029,E05,48h,10,15hHB101,DMSO,1,Levamisole,1.09,,,PB420,1,,
p029,F05,48h,10,15hHB101,DMSO,1,Levamisole,1.09,,,ED3102,1,,
p029,A06,48h,10,15hHB101,DMSO,1,Levamisole,2.1875,,,ECA2666,1,,
p029,B06,48h,10,15hHB101,DMSO,1,Levamisole,2.1875,,,JU3237,1,,
p029,C06,48h,10,15hHB101,DMSO,1,Levamisole,2.1875,,,VX34,1,,
p029,D06,48h,10,15hHB101,DMSO,1,Levamisole,2.1875,,,NIC1667,1,,
p029,E06,48h,10,15hHB101,DMSO,1,Levamisole,2.1875,,,PB420,1,,
p029,F06,48h,10,15hHB101,DMSO,1,Levamisole,2.1875,,,ED3102,1,,
p029,A07,48h,10,15hHB101,DMSO,1,Levamisole,4.375,,,ECA2666,1,,
p029,B07,48h,10,15hHB101,DMSO,1,Levamisole,4.375,,,JU3237,1,,
p029,C07,48h,10,15hHB101,DMSO,1,Levamisole,4.375,,,VX34,1,,
p029,D07,48h,10,15hHB101,DMSO,1,Levamisole,4.375,,,NIC1667,1,,
p029,E07,48h,10,15hHB101,DMSO,1,Levamisole,4.375,,,PB420,1,,
p029,F07,48h,10,15hHB101,DMSO,1,Levamisole,4.375,,,ED3102,1,,
p029,A08,48h,10,15hHB101,DMSO,1,Levamisole,8.75,,,ECA2666,1,,
p029,B08,48h,10,15hHB101,DMSO,1,Levamisole,8.75,,,JU3237,1,,
p029,C08,48h,10,15hHB101,DMSO,1,Levamisole,8.75,,,VX34,1,,
p029,D08,48h,10,15hHB101,DMSO,1,Levamisole,8.75,,,NIC1667,1,,
p029,E08,48h,10,15hHB101,DMSO,1,Levamisole,8.75,,,PB420,1,,
p029,F08,48h,10,15hHB101,DMSO,1,Levamisole,8.75,,,ED3102,1,,
p029,A09,48h,10,15hHB101,DMSO,1,Levamisole,17.5,,,ECA2666,1,,
p029,B09,48h,10,15hHB101,DMSO,1,Levamisole,17.5,,,JU3237,1,,
p029,C09,48h,10,15hHB101,DMSO,1,Levamisole,17.5,,,VX34,1,,
p029,D09,48h,10,15hHB101,DMSO,1,Levamisole,17.5,,,NIC1667,1,,
p029,E09,48h,10,15hHB101,DMSO,1,Levamisole,17.5,,,PB420,1,,
p029,F09,48h,10,15hHB101,DMSO,1,Levamisole,17.5,,,ED3102,1,,
p029,A10,48h,10,15hHB101,DMSO,1,Levamisole,35,,,ECA2666,1,,
p029,B10,48h,10,15hHB101,DMSO,1,Levamisole,35,,,JU3237,1,,
p029,C10,48h,10,15hHB101,DMSO,1,Levamisole,35,,,VX34,1,,
p029,D10,48h,10,15hHB101,DMSO,1,Levamisole,35,,,NIC1667,1,,
p029,E10,48h,10,15hHB101,DMSO,1,Levamisole,35,,,PB420,1,,
p029,F10,48h,10,15hHB101,DMSO,1,Levamisole,35,,,ED3102,1,,
p029,A11,48h,10,15hHB101,DMSO,1,Levamisole,70,,,ECA2666,1,,
p029,B11,48h,10,15hHB101,DMSO,1,Levamisole,70,,,JU3237,1,,
p029,C11,48h,10,15hHB101,DMSO,1,Levamisole,70,,,VX34,1,,
p029,D11,48h,10,15hHB101,DMSO,1,Levamisole,70,,,NIC1667,1,,
p029,E11,48h,10,15hHB101,DMSO,1,Levamisole,70,,,PB420,1,,
p029,F11,48h,10,15hHB101,DMSO,1,Levamisole,70,,,ED3102,1,,
p029,A12,48h,10,15hHB101,DMSO,1,Levamisole,140,,,ECA2666,1,,
p029,B12,48h,10,15hHB101,DMSO,1,Levamisole,140,,,JU3237,1,,
p029,C12,48h,10,15hHB101,DMSO,1,Levamisole,140,,,VX34,1,,
p029,D12,48h,10,15hHB101,DMSO,1,Levamisole,140,,,NIC1667,1,,
p029,E12,48h,10,15hHB101,DMSO,1,Levamisole,140,,,PB420,1,,
p029,F12,48h,10,15hHB101,DMSO,1,Levamisole,140,,,ED3102,1,,
p030,A01,48h,10,15hHB101,DMSO,1,Levamisole,0,,,ECA2666,1,,
p030,B01,48h,10,15hHB101,DMSO,1,Levamisole,0,,,JU3237,1,,
p030,C01,48h,10,15hHB101,DMSO,1,Levamisole,0,,,VX34,1,,
p030,D01,48h,10,15hHB101,DMSO,1,Levamisole,0,,,NIC1667,1,,
p030,E01,48h,10,15hHB101,DMSO,1,Levamisole,0,,,PB420,1,,
p030,F01,48h,10,15hHB101,DMSO,1,Levamisole,0,,,ED3102,1,,
p030,A02,48h,10,15hHB101,DMSO,1,Levamisole,0.136,,,ECA2666,1,,
p030,B02,48h,10,15hHB101,DMSO,1,Levamisole,0.136,,,JU3237,1,,
p030,C02,48h,10,15hHB101,DMSO,1,Levamisole,0.136,,,VX34,1,,
p030,D02,48h,10,15hHB101,DMSO,1,Levamisole,0.136,,,NIC1667,1,,
p030,E02,48h,10,15hHB101,DMSO,1,Levamisole,0.136,,,PB420,1,,
p030,F02,48h,10,15hHB101,DMSO,1,Levamisole,0.136,,,ED3102,1,,
p030,A03,48h,10,15hHB101,DMSO,1,Levamisole,0.273,,,ECA2666,1,,
p030,B03,48h,10,15hHB101,DMSO,1,Levamisole,0.273,,,JU3237,1,,
p030,C03,48h,10,15hHB101,DMSO,1,Levamisole,0.273,,,VX34,1,,
p030,D03,48h,10,15hHB101,DMSO,1,Levamisole,0.273,,,NIC1667,1,,
p030,E03,48h,10,15hHB101,DMSO,1,Levamisole,0.273,,,PB420,1,,
p030,F03,48h,10,15hHB101,DMSO,1,Levamisole,0.273,,,ED3102,1,,
p030,A04,48h,10,15hHB101,DMSO,1,Levamisole,0.546,,,ECA2666,1,,
p030,B04,48h,10,15hHB101,DMSO,1,Levamisole,0.546,,,JU3237,1,,
p030,C04,48h,10,15hHB101,DMSO,1,Levamisole,0.546,,,VX34,1,,
p030,D04,48h,10,15hHB101,DMSO,1,Levamisole,0.546,,,NIC1667,1,,
p030,E04,48h,10,15hHB101,DMSO,1,Levamisole,0.546,,,PB420,1,,
p030,F04,48h,10,15hHB101,DMSO,1,Levamisole,0.546,,,ED3102,1,,
p030,A05,48h,10,15hHB101,DMSO,1,Levamisole,1.09,,,ECA2666,1,,
p030,B05,48h,10,15hHB101,DMSO,1,Levamisole,1.09,,,JU3237,1,,
p030,C05,48h,10,15hHB101,DMSO,1,Levamisole,1.09,,,VX34,1,,
p030,D05,48h,10,15hHB101,DMSO,1,Levamisole,1.09,,,NIC1667,1,,
p030,E05,48h,10,15hHB101,DMSO,1,Levamisole,1.09,,,PB420,1,,
p030,F05,48h,10,15hHB101,DMSO,1,Levamisole,1.09,,,ED3102,1,,
p030,A06,48h,10,15hHB101,DMSO,1,Levamisole,2.1875,,,ECA2666,1,,
p030,B06,48h,10,15hHB101,DMSO,1,Levamisole,2.1875,,,JU3237,1,,
p030,C06,48h,10,15hHB101,DMSO,1,Levamisole,2.1875,,,VX34,1,,
p030,D06,48h,10,15hHB101,DMSO,1,Levamisole,2.1875,,,NIC1667,1,,
p030,E06,48h,10,15hHB101,DMSO,1,Levamisole,2.1875,,,PB420,1,,
p030,F06,48h,10,15hHB101,DMSO,1,Levamisole,2.1875,,,ED3102,1,,
p030,A07,48h,10,15hHB101,DMSO,1,Levamisole,4.375,,,ECA2666,1,,
p030,B07,48h,10,15hHB101,DMSO,1,Levamisole,4.375,,,JU3237,1,,
p030,C07,48h,10,15hHB101,DMSO,1,Levamisole,4.375,,,VX34,1,,
p030,D07,48h,10,15hHB101,DMSO,1,Levamisole,4.375,,,NIC1667,1,,
p030,E07,48h,10,15hHB101,DMSO,1,Levamisole,4.375,,,PB420,1,,
p030,F07,48h,10,15hHB101,DMSO,1,Levamisole,4.375,,,ED3102,1,,
p030,A08,48h,10,15hHB101,DMSO,1,Levamisole,8.75,,,ECA2666,1,,
p030,B08,48h,10,15hHB101,DMSO,1,Levamisole,8.75,,,JU3237,1,,
p030,C08,48h,10,15hHB101,DMSO,1,Levamisole,8.75,,,VX34,1,,
p030,D08,48h,10,15hHB101,DMSO,1,Levamisole,8.75,,,NIC1667,1,,
p030,E08,48h,10,15hHB101,DMSO,1,Levamisole,8.75,,,PB420,1,,
p030,F08,48h,10,15hHB101,DMSO,1,Levamisole,8.75,,,ED3102,1,,
p030,A09,48h,10,15hHB101,DMSO,1,Levamisole,17.5,,,ECA2666,1,,
p030,B09,48h,10,15hHB101,DMSO,1,Levamisole,17.5,,,JU3237,1,,
p030,C09,48h,10,15hHB101,DMSO,1,Levamisole,17.5,,,VX34,1,,
p030,D09,48h,10,15hHB101,DMSO,1,Levamisole,17.5,,,NIC1667,1,,
p030,E09,48h,10,15hHB101,DMSO,1,Levamisole,17.5,,,PB420,1,,
p030,F09,48h,10,15hHB101,DMSO,1,Levamisole,17.5,,,ED3102,1,,
p030,A10,48h,10,15hHB101,DMSO,1,Levamisole,35,,,ECA2666,1,,
p030,B10,48h,10,15hHB101,DMSO,1,Levamisole,35,,,JU3237,1,,
p030,C10,48h,10,15hHB101,DMSO,1,Levamisole,35,,,VX34,1,,
p030,D10,48h,10,15hHB101,DMSO,1,Levamisole,35,,,NIC1667,1,,
p030,E10,48h,10,15hHB101,DMSO,1,Levamisole,35,,,PB420,1,,
p030,F10,48h,10,15hHB101,DMSO,1,Levamisole,35,,,ED3102,1,,
p030,A11,48h,10,15hHB101,DMSO,1,Levamisole,70,,,ECA2666,1,,
p030,B11,48h,10,15hHB101,DMSO,1,Levamisole,70,,,JU3237,1,,
p030,C11,48h,10,15hHB101,DMSO,1,Levamisole,70,,,VX34,1,,
p030,D11,48h,10,15hHB101,DMSO,1,Levamisole,70,,,NIC1667,1,,
p030,E11,48h,10,15hHB101,DMSO,1,Levamisole,70,,,PB420,1,,
p030,F11,48h,10,15hHB101,DMSO,1,Levamisole,70,,,ED3102,1,,
p030,A12,48h,10,15hHB101,DMSO,1,Levamisole,140,,,ECA2666,1,,
p030,B12,48h,10,15hHB101,DMSO,1,Levamisole,140,,,JU3237,1,,
p030,C12,48h,10,15hHB101,DMSO,1,Levamisole,140,,,VX34,1,,
p030,D12,48h,10,15hHB101,DMSO,1,Levamisole,140,,,NIC1667,1,,
p030,E12,48h,10,15hHB101,DMSO,1,Levamisole,140,,,PB420,1,,
p030,F12,48h,10,15hHB101,DMSO,1,Levamisole,140,,,ED3102,1,,
